mf_name,curr_price,growth(%),1 year(%),3 year(%),5 year(%),launch_date,exit_load(%),min_investment,Last dividend payout,document_link,link
Kotak Flexicap Fund - Direct Plan - Growth,52.3,0.77,53.92,14.44,16.44,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058165.00206600/kotak-flexicap-fund-direct-plan
Kotak Flexicap Fund - Direct Plan - IDCW,31.94,0.77,47.6,8.42,10.04,2013-01-01 00:00:00,1.0,5000.0,9.62%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058165.00206700/kotak-flexicap-fund-direct-plan
Kotak Floating Rating Fund - Direct Plan - Growth,1184.21,0.1,9.36,0.0,0.0,2019-05-09 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140516680.00206600/kotak-floating-rating-fund-direct-plan
Kotak Focused Equity Fund - Direct Plan - Growth,14.94,0.69,59.53,0.0,0.0,2019-06-25 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140516754.00206600/kotak-focused-equity-fund-direct-plan
Kotak Focused Equity Fund - Direct Plan - IDCW,14.94,0.69,59.54,0.0,0.0,2019-06-25 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140516754.00206700/kotak-focused-equity-fund-direct-plan
Kotak Gilt Fund - Direct Plan - Growth,83.36,0.15,5.22,11.09,9.38,2013-01-01 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058156.00206600/kotak-gilt-fund-direct-plan
Kotak Gilt Fund - Direct Plan - IDCW,18.83,0.15,5.22,11.09,7.53,2013-01-01 00:00:00,,5000.0,6.23%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058156.00206700/kotak-gilt-fund-direct-plan
Kotak India EQ Contra Fund - Direct Plan - Growth,83.51,0.84,64.18,15.73,18.04,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058149.00206600/kotak-india-contra-fund-direct-plan
Kotak India EQ Contra Fund - Direct Plan - IDCW,29.72,0.84,54.66,9.52,8.44,2013-01-01 00:00:00,1.0,5000.0,12.35%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058149.00206700/kotak-india-contra-fund-direct-plan
Kotak Liquid Fund - Direct Plan - Growth,4184.06,0.01,3.32,5.46,6.05,2013-01-01 00:00:00,0.007,500.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058161.00206600/kotak-liquid-fund-direct-plan
Kotak Low Duration Fund - Direct Plan - Growth,2804.57,0.05,6.84,8.26,8.29,2013-01-01 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14057837.00206600/kotak-duration-fund-direct-plan
Kotak Low Duration Fund - Direct Plan - IDCW-Monthly,1200.04,0.05,6.02,3.9,2.91,2013-01-01 00:00:00,,5000.0,0.64%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14057837.00218200/kotak-duration-fund-direct-plan
Kotak Medium Term Fund - Direct Plan - Growth,18.85,0.11,10.27,8.12,8.15,2014-02-28 00:00:00,2.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140511046.00206600/kotak-medium-term-fund-direct-plan
Kotak Medium Term Fund - Direct Plan - IDCW-Annual,18.85,0.11,10.0,8.03,8.1,2014-02-28 00:00:00,2.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140511046.00217900/kotak-medium-term-fund-direct-plan
Kotak Money Market Fund - Direct Plan - Growth,3507.46,0.03,4.33,6.69,6.81,2013-01-01 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058155.00206600/kotak-money-market-fund-direct-plan
Kotak Money Market Fund - Direct Plan - IDCW-Monthly,1026.85,0.03,1.25,0.51,0.29,2013-01-01 00:00:00,,5000.0,0.31%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058155.00218200/kotak-money-market-fund-direct-plan
Kotak Nifty Next 50 Index Fund - Direct Plan - Growth,11.03,0.08,0.0,0.0,0.0,2021-02-17 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140517247.00206600/kotak-nifty-next-index-fund-direct-plan
Kotak Nifty Next 50 Index Fund - Direct Plan - IDCW,11.03,0.08,0.0,0.0,0.0,2021-02-17 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140517247.00206700/kotak-nifty-next-index-fund-direct-plan
Kotak Overnight Fund - Direct Plan - Growth,1104.34,0.01,3.06,0.0,0.0,2019-01-10 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140516283.00206600/kotak-overnight-fund-direct-plan
kotak Savings Fund - Direct Plan - Growth,34.92,0.04,4.65,6.94,7.15,2013-01-01 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058154.00206600/kotak-savings-fund-direct-plan
Kotak Small Cap Fund - Direct Plan - Growth,152.26,0.77,125.16,22.65,21.32,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058162.00206600/kotak-small-fund-direct-plan
Kotak Small Cap Fund - Direct Plan - IDCW,66.88,0.76,114.21,15.96,15.74,2013-01-01 00:00:00,1.0,5000.0,28.85%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058162.00206700/kotak-small-fund-direct-plan
Kotak Tax Saver Fund - Direct Plan - Growth,71.06,0.8,62.23,17.52,17.39,2013-01-01 00:00:00,,500.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058166.00206600/kotak-saver-fund-direct-plan
Kotak Tax Saver Fund - Direct Plan - IDCW,29.77,0.8,54.32,10.31,9.91,2013-01-01 00:00:00,,500.0,4.94%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058166.00206700/kotak-saver-fund-direct-plan
L&T Arbitrage Opportunities Fund - Direct Plan - Growth,15.73,0.03,4.42,5.87,6.28,2014-06-26 00:00:00,0.5,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140511952.00206600/arbitrage-opportunities-fund-direct-plan
L&T Arbitrage Opportunities Fund - Direct Plan - IDCW-Monthly,10.47,0.03,0.8,0.6,0.44,2014-06-26 00:00:00,0.5,5000.0,0.30%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140511952.00218200/arbitrage-opportunities-fund-direct-plan
L&T Arbitrage Opportunities Fund - Direct Plan - IDCW-Quarterly,11.11,0.04,1.32,1.01,1.3,2014-06-26 00:00:00,0.5,5000.0,0.90%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140511952.00218100/arbitrage-opportunities-fund-direct-plan
L&T Balanced Advantage Fund - Direct Plan - Growth,32.44,0.34,19.54,9.49,9.85,2013-01-01 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058344.00206600/balanced-advantage-fund-direct-plan
L&T Balanced Advantage Fund - Direct Plan - IDCW,20.06,0.34,11.3,1.49,1.68,2013-01-01 00:00:00,1.0,5000.0,1.10%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058344.00206700/balanced-advantage-fund-direct-plan
L&T Banking & PSU Debt Fund - Direct Plan - Growth,20.39,0.09,6.84,8.88,8.41,2013-01-01 00:00:00,,10000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058352.00206600/banking-debt-fund-direct-plan
L&T Banking & PSU Debt Fund - Direct Plan - IDCW-Monthly,11.76,0.09,1.53,3.23,2.44,2013-01-01 00:00:00,,10000.0,0.50%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058352.00218200/banking-debt-fund-direct-plan
L&T Business Cycles Fund - Direct Plan - Growth,21.56,0.88,66.71,9.24,12.44,2014-07-30 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140512054.00206600/business-cycles-fund-direct-plan
L&T Business Cycles Fund - Direct Plan - IDCW,17.67,0.88,66.71,4.48,8.06,2014-07-30 00:00:00,1.0,5000.0,7.97%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140512054.00206700/business-cycles-fund-direct-plan
L&T Infrastructure Fund - Direct Plan - Growth,21.59,1.08,65.31,7.03,14.97,2013-01-01 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058350.00206600/infrastructure-fund-direct-plan
L&T Conservative Hybrid Fund - Direct Plan - Growth,43.63,0.19,13.61,8.69,8.22,2013-01-01 00:00:00,1.0,10000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058355.00206600/conservative-hybrid-fund-direct-plan
L&T Conservative Hybrid Fund - Direct Plan - IDCW-Monthly,12.11,0.19,6.97,2.7,1.61,2013-01-01 00:00:00,1.0,10000.0,0.60%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058355.00218200/conservative-hybrid-fund-direct-plan
L&T Conservative Hybrid Fund - Direct Plan - IDCW-Quarterly,11.89,0.19,4.9,0.67,0.21,2013-01-01 00:00:00,1.0,10000.0,2.30%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058355.00218100/conservative-hybrid-fund-direct-plan
L&T Credit Risk Fund - Direct Plan - Growth,23.68,0.1,11.1,5.14,6.33,2013-01-01 00:00:00,1.0,10000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058343.00206600/credit-risk-fund-direct-plan
L&T Credit Risk Fund - Direct Plan - IDCW-Annual,11.74,0.1,10.87,0.91,1.8,2015-09-28 00:00:00,1.0,10000.0,5.04%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058343.00217900/credit-risk-fund-direct-plan
L&T Emerging Businesses Fund - Direct Plan - Growth,38.42,1.08,104.43,11.78,20.08,2014-04-22 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140511524.00206600/emerging-businesses-fund-direct-plan
L&T Emerging Businesses Fund - Direct Plan - IDCW,28.36,1.07,104.43,6.77,13.0,2014-04-22 00:00:00,1.0,5000.0,8.85%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140511524.00206700/emerging-businesses-fund-direct-plan
L&T Equity Savings Fund - Direct Plan - Growth,23.09,0.28,32.56,8.62,8.79,2013-01-01 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058354.00206600/equity-savings-fund-direct-plan
L&T Equity Savings Fund - Direct Plan - IDCW-Quarterly,14.63,0.27,27.68,4.52,3.92,2013-01-01 00:00:00,1.0,5000.0,1.90%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058354.00218100/equity-savings-fund-direct-plan
L&T Flexi Bond Fund - Direct Plan - Growth,24.88,0.11,4.65,9.16,8.57,2013-01-01 00:00:00,0.5,10000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058339.00206600/flexi-bond-fund-direct-plan
L&T Flexi Bond Fund - Direct Plan - IDCW,13.16,0.11,-1.65,3.07,3.3,2013-01-01 00:00:00,0.5,10000.0,0.70%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058339.00206700/flexi-bond-fund-direct-plan
L&T Flexi Bond Fund - Direct Plan - IDCW-Annual,11.44,0.11,-1.63,2.6,0.0,2017-05-03 00:00:00,0.5,10000.0,7.20%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058339.00217900/flexi-bond-fund-direct-plan
L&T Flexicap Fund - Direct Plan - Growth,116.79,0.89,56.77,10.62,13.29,2013-01-01 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058338.00206600/flexicap-fund-direct-plan
L&T Flexicap Fund - Direct Plan - IDCW,39.81,0.89,45.48,2.37,5.27,2013-01-01 00:00:00,1.0,5000.0,28.50%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058338.00206700/flexicap-fund-direct-plan
L&T Focused Equity Fund - Direct Plan - Growth,15.29,0.76,48.68,0.0,0.0,2018-10-15 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140515980.00206600/focused-equity-fund-direct-plan
L&T Focused Equity Fund - Direct Plan - IDCW,15.29,0.76,48.68,0.0,0.0,2018-10-15 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140515980.00206700/focused-equity-fund-direct-plan
L&T Gilt Investment Plan - Direct Plan - Growth,59.05,0.16,4.97,9.65,8.75,2013-01-01 00:00:00,,10000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058341.00206600/gilt-investment-plan-direct-plan
L&T Gilt Investment Plan - Direct Plan - IDCW-Quarterly,13.21,0.16,-3.14,1.65,0.22,2013-01-01 00:00:00,,10000.0,2.70%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058341.00218100/gilt-investment-plan-direct-plan
L&T Hybrid Equity Fund - Direct Plan - Growth,37.31,0.48,42.82,10.49,12.49,2013-01-01 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058346.00206600/hybrid-equity-fund-direct-plan
L&T Hybrid Equity Fund - Direct Plan - IDCW-Annual,16.15,0.48,36.01,6.6,8.27,2013-01-01 00:00:00,1.0,5000.0,7.50%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058346.00217900/hybrid-equity-fund-direct-plan
L&T India Large Cap Fund - Direct Plan - Growth,39.22,0.52,51.31,13.27,13.39,2013-01-01 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058345.00206600/india-large-fund-direct-plan
L&T India Large Cap Fund - Direct Plan - IDCW,21.78,0.52,42.29,5.4,5.06,2013-01-01 00:00:00,1.0,5000.0,12.00%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058345.00206700/india-large-fund-direct-plan
L&T India Value Fund - Direct Plan - Growth,53.75,0.72,69.47,12.34,15.63,2013-01-01 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058348.00206600/india-value-fund-direct-plan
L&T India Value Fund - Direct Plan - IDCW,40.59,0.72,69.47,10.54,12.57,2013-01-01 00:00:00,1.0,5000.0,12.40%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058348.00206700/india-value-fund-direct-plan
L&T Large and Midcap Fund - Direct Plan - Growth,66.19,0.77,49.99,9.27,13.04,2013-01-01 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058347.00206600/large-midcap-fund-direct-plan
L&T Large and Midcap Fund - Direct Plan - IDCW,32.46,0.77,39.53,1.0,5.19,2013-01-01 00:00:00,1.0,5000.0,1.90%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058347.00206700/large-midcap-fund-direct-plan
L&T Liquid Fund - Direct Plan - Growth,2835.54,0.01,3.28,5.51,6.1,2013-01-01 00:00:00,0.007,10000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058351.00206600/liquid-fund-direct-plan
L&T Low Duration Fund - Direct Plan - Growth,23.09,0.05,8.18,6.57,7.36,2013-01-01 00:00:00,,10000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058356.00206600/duration-fund-direct-plan
L&T Low Duration Fund - Direct Plan - IDCW-Annual,10.87,0.05,1.56,0.06,0.0,2017-04-06 00:00:00,,10000.0,7.00%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058356.00217900/duration-fund-direct-plan
L&T Midcap Fund - Direct Plan - Growth,203.37,0.7,65.49,11.51,17.53,2013-01-01 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058353.00206600/midcap-fund-direct-plan
L&T Money Market Fund - Direct Plan - Growth,21.59,0.03,3.84,6.86,7.5,2013-01-01 00:00:00,,10000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058340.00206600/money-market-fund-direct-plan
L&T Nifty 50 Index Fund - Direct Plan - Growth,17.72,0.52,56.15,0.0,0.0,2020-03-24 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140517077.00206600/nifty-index-fund-direct-plan
L&T Nifty 50 Index Fund - Direct Plan - IDCW,17.72,0.52,56.15,0.0,0.0,2020-03-24 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140517077.00206700/nifty-index-fund-direct-plan
L&T Nifty Next 50 Index Fund - Direct Plan - Growth,16.88,0.08,53.8,0.0,0.0,2020-03-24 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140517079.00206600/nifty-next-index-fund-direct-plan
L&T Nifty Next 50 Index Fund - Direct Plan - IDCW,16.88,0.09,53.8,0.0,0.0,2020-03-24 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140517079.00206700/nifty-next-index-fund-direct-plan
L&T Overnight Fund - Direct Plan - Growth,1615.2,0.01,3.08,4.68,5.37,2013-01-01 00:00:00,,10000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058337.00206600/overnight-fund-direct-plan
L&T Resurgent India Bond Fund - Direct Plan - Growth,16.95,0.13,11.94,8.73,8.23,2015-01-22 00:00:00,1.0,5000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140512618.00206600/resurgent-india-bond-fund-direct-plan
L&T Resurgent India Bond Fund - Direct Plan - IDCW,11.69,0.13,5.01,2.55,1.81,2015-01-22 00:00:00,1.0,5000.0,0.60%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140512618.00206700/resurgent-india-bond-fund-direct-plan
L&T Resurgent India Bond Fund - Direct Plan - IDCW-Annual,12.22,0.13,4.91,2.29,2.49,2015-12-03 00:00:00,1.0,5000.0,7.70%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/140512618.00217900/resurgent-india-bond-fund-direct-plan
L&T Short Term Bond Fund - Direct Plan - Growth,21.95,0.08,6.08,8.84,8.1,2013-01-01 00:00:00,,10000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058357.00206600/short-term-bond-fund-direct-plan
L&T Short Term Bond Fund - Direct Plan - IDCW-Annual,12.93,0.08,-0.57,2.2,3.92,2013-01-01 00:00:00,,10000.0,8.50%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058357.00217900/short-term-bond-fund-direct-plan
L&T Short Term Bond Fund - Direct Plan - IDCW-Monthly,11.95,0.08,0.39,2.92,2.0,2013-01-01 00:00:00,,10000.0,0.50%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058357.00218200/short-term-bond-fund-direct-plan
L&T Short Term Bond Fund - Direct Plan - IDCW-Quarterly,11.75,0.09,0.18,2.02,1.09,2013-01-01 00:00:00,,10000.0,1.40%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058357.00218100/short-term-bond-fund-direct-plan
L&T Tax Advantage Fund - Direct Plan - Growth,76.29,0.7,56.23,9.84,14.16,2013-01-01 00:00:00,,500.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058358.00206600/advantage-fund-direct-plan
L&T Tax Advantage Fund - Direct Plan - IDCW,31.8,0.7,46.8,3.17,6.46,2013-01-01 00:00:00,,500.0,12.00%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058358.00206700/advantage-fund-direct-plan
L&T Triple Ace Bond Fund - Direct Plan - Growth,60.7,0.11,6.29,10.82,8.74,2013-01-01 00:00:00,0.5,10000.0,,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058359.00206600/triple-bond-fund-direct-plan
L&T Triple Ace Bond Fund - Direct Plan - IDCW-Annual,12.12,0.11,0.32,0.0,0.0,2013-01-01 00:00:00,0.5,10000.0,7.00%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058359.00217900/triple-bond-fund-direct-plan
L&T Triple Ace Bond Fund - Direct Plan - IDCW-Half Yearly,20.31,0.11,1.63,5.73,4.72,2013-01-01 00:00:00,0.5,10000.0,4.50%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058359.00218000/triple-bond-fund-direct-plan
L&T Triple Ace Bond Fund - Direct Plan - IDCW-Quarterly,12.09,0.11,-0.84,3.19,-0.37,2013-01-01 00:00:00,0.5,10000.0,2.10%,https://www.ltfs.com/companies/lnt-investment-management/downloads.html,https://coin.zerodha.com/funds/14058359.00218100/triple-bond-fund-direct-plan
